Id,link,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Tags,AnswerCount,CommentCount,FavoriteCount,Title,ClosedDate,CommunityOwnedDate,ContentLicense,SDLC,Type,Type2,Non-function,Annotator,,
30229894,30229894,1,30240894,,2015-05-14 5:29:18,,0,476,3216955,,,,,2015-05-14 15:13:10,<javascript><google-maps-api-3><filemaker>,1,0,,Filemaker - Adding a button to infoWindow in GoogleMaps API v3 via web viewer to change layout,,,CC BY-SA 3.0,Application Design,How,,,Sadia,,
38901003,38901003,1,38901004,,2016-08-11 15:51:01,,0,424,2336049,,,,,2016-08-11 15:51:01,<salesforce><box>,1,0,,How to integrate box api with salesforce via jwt,,,CC BY-SA 3.0,Application Design,How,,,Sadia,,
50949227,50949227,1,51388176,,2018-06-20 13:18:28,,0,302,9894028,,,,,2018-07-17 18:31:53,<sql><oracle><oracle-apex><oracle-apex-5.1>,1,4,,Save Information in Oracle Apex Webpages,,,CC BY-SA 4.0,Application Design,How,,,Sadia,,
50288155,50288155,1,,,2018-05-11 8:26:46,,1,272,7990252,,,,,2018-05-11 8:26:46,<hide><axis><spotfire><tibco>,0,1,,spotfire How to hide just one data point from X axis,,,CC BY-SA 4.0,Application Design,How,,,Sadia,,
41258812,41258812,1,,,2016-12-21 9:01:52,,1,254,7321182,,7321182,,2016-12-21 13:30:04,2016-12-21 13:30:04,<angularjs><json><oracle><plsql><oracle-apex>,0,0,,Restful Web services using ORDS 3.0 for AngularJS,,,CC BY-SA 3.0,Application Design,How,,,Sadia,,
39118917,39118917,1,,,2016-08-24 9:03:47,,0,252,3805657,,785061,,2016-08-24 10:07:44,2016-08-24 10:07:44,<lotus-notes><lotus-domino>,1,1,,"How to disable ""Do not allow refresh/replace to modify must not be enabled for views""?",,,CC BY-SA 3.0,Application Design,How,,,Sadia,,
39232392,39232392,1,,,2016-08-30 16:11:50,,5,209,6043009,,6167855,,2016-08-31 16:27:21,2016-08-31 16:27:21,<javascript><ironpython><tibco><spotfire>,1,0,,Icon in Spotfire fades but does not disappear,,,CC BY-SA 3.0,Application Design,How,,,Sadia,,
33691284,33691284,1,33738984,,2015-11-13 11:03:36,,0,165,3366741,,,,,2015-11-18 15:29:31,<ios><swift><salesforce><cocoapods><salesforce-ios-sdk>,1,5,,Header files are not found after updating an existing application with the salesforce-ios-sdk,,,CC BY-SA 3.0,Application Design,How,,,Sadia,,
34783882,34783882,1,,,2016-01-14 7:30:52,,0,152,2456918,,2456918,,2016-01-14 7:42:12,2016-01-14 7:42:12,<oracle><oracle-apex><oracle-apex-5>,0,8,0,Oracle Apex plsql printer name,,,CC BY-SA 3.0,Application Design,How,,,Sadia,,
32742072,32742072,1,32832309,,2015-09-23 14:17:12,,0,130,3658288,,,,,2015-09-28 21:44:37,<plugins><filemaker>,1,8,,Create FileMaker invoice plugin,,,CC BY-SA 3.0,Application Design,How,,,Sadia,,
29295490,29295490,1,29295969,,2015-03-27 7:34:51,,1,125,3137498,,2065611,,2015-03-27 8:13:08,2015-03-27 8:13:08,<lotus-notes>,1,0,,Getting selected values from one dialog list to another,,,CC BY-SA 3.0,Application Design,How,,,Sadia,,
50826480,50826480,1,,,2018-06-12 22:04:12,,0,114,9932667,,,,,2018-06-12 22:17:08,<java><session><salesforce><tomcat8><usersession>,1,0,,how to maintain user session between 2 different web applications?,,,CC BY-SA 4.0,Application Design,How,,,Sadia,,
48552246,48552246,1,,,2018-01-31 22:07:30,,0,91,9296874,,,,,2018-01-31 23:30:10,<salesforce><social-tables>,1,0,,Salesforce Objects available in Social Tables,,,CC BY-SA 3.0,Application Design,How,,,Sadia,,
31607203,31607203,1,,,2015-07-24 9:41:49,,1,80,4685013,,11928130,,2019-09-09 17:20:39,2019-09-09 17:20:39,<web-services><salesforce><apex><google-cloud-datastore>,0,1,1,Access Google Cloud Datastore Making a Apex callout in salesforce,,,CC BY-SA 4.0,Application Design,How,,,Sadia,,
40417781,40417781,1,,,2016-11-04 8:00:25,,1,54,5685267,,,,,2016-11-04 8:00:25,<salesforce><docusignapi>,0,0,,I need to update the Recipient to relevant role in Docusign,,,CC BY-SA 3.0,Application Design,How,,,Sadia,,
41003969,41003969,1,,,2016-12-06 20:10:17,,1,44,7259008,,,,,2016-12-06 20:10:17,<salesforce><docusignapi>,0,0,,"Docusign and Salesforce1, Cannot proceed to Edit Envelope Screen",,,CC BY-SA 3.0,Application Design,How,What,,Sadia,,
44973687,44973687,1,,,2017-07-07 14:45:45,,0,43,3956607,,,,,2017-07-11 8:08:11,<jms><tibco><ems>,1,0,,Using JMS Topic on two different EAR on TEA,,,CC BY-SA 3.0,Application Design,How,,,Sadia,,
39557672,39557672,1,39575254,,2016-09-18 12:32:44,,0,684,1987119,,1987119,,2016-09-19 5:39:19,2016-09-19 14:40:54,<salesforce><apex>,1,2,,Salesforce(apex) Query return values with toLowerCase,,,CC BY-SA 3.0,Application Design,What,,,Sadia,,
40363218,40363218,1,,,2016-11-01 15:27:30,,2,434,7097367,,3191847,,2016-11-01 19:37:07,2016-11-03 18:48:44,<oauth-2.0><salesforce><okta>,1,0,,Prevent Okta from authenticating user during OAuth 2.0 authorization redirect,,,CC BY-SA 3.0,Application Design,What,How,,Sadia,,
36733331,36733331,1,,,2016-04-20 3:30:57,,0,662,2250263,,,,,2018-01-17 11:30:12,<salesforce><mule-studio><mule-el><anypoint-studio>,3,0,,deleting data from SalesForce using MuleSoft Anypoint,,,CC BY-SA 3.0,Application Design,Why,,,Sadia,,
31914964,31914964,1,32004534,,2015-08-10 8:30:50,,2,343,4279006,,,,,2016-03-10 21:19:29,<temenos-quantum>,2,0,,Actions from Kony Visualizer are not imported to Kony Studio,,,CC BY-SA 3.0,Application Design,Why,,,Sadia,,
29356050,29356050,1,29361839,,2015-03-30 20:52:38,,0,152,1798249,,1798249,,2015-03-30 21:54:43,2015-03-31 6:15:35,<xpages><lotus-notes><lotus-domino><sametime>,1,2,,Why does new sametime message kill Notes and Designer,,,CC BY-SA 3.0,Application Design,Why,,,Sadia,,
54917316,54917316,1,,,2019-02-28 2:06:27,,1,31,7834565,,7834565,,2019-02-28 2:13:56,2019-02-28 2:13:56,<java><spring><callback><microservices><conductor>,0,0,,Update Database if Workflow Completes/Fails,,,CC BY-SA 4.0,Application Design,What,,,Sanjay,,
10132744,10132744,1,10133325,,2012-04-12 22:23:10,,2,17120,545418,,,,,2012-04-12 23:35:54,<salesforce><apex-code><visualforce>,1,1,,Passing record id via Link to Visualforce detail page,,,CC BY-SA 3.0,Application Design,How,,,Tameem,,
12979716,12979716,1,12987927,,2012-10-19 17:50:06,,0,7911,891809,,,,,2014-02-26 5:32:32,<salesforce><visualforce>,2,0,1,VisualForce - Custom Detail Page for Custom Object,,,CC BY-SA 3.0,Application Design,How,,,Tameem,,
12183636,12183636,1,,,2012-08-29 17:47:17,,1,4976,1488886,,466862,,2021-04-05 8:37:14,2021-04-05 8:37:14,<forms><oracle-apex><updates><tabular-form>,2,0,,How to create update process for single entry form in APEX 4.1,,,CC BY-SA 4.0,Application Design,How,,,Tameem,,
16344710,16344710,1,,,2013-05-02 18:01:50,,1,2537,2344253,,,,,2013-08-07 12:18:14,<lotus-notes>,2,1,,Lotus Notes Agent to forward an email on a button press,,,CC BY-SA 3.0,Application Design,How,,,Tameem,,
18373574,18373574,1,18373812,,2013-08-22 6:53:35,,1,2480,1550792,,,,,2015-02-09 19:29:47,<dynamic><triggers><apex-code>,1,0,,Creating trigger Dynamically in APEX,,,CC BY-SA 3.0,Application Design,How,,,Tameem,,
7329503,7329503,1,,,2011-09-07 6:04:09,,3,2355,376290,,376290,,2011-09-07 8:49:44,2011-09-21 21:09:53,<java><lotus-notes><lotus-domino><lotusscript><agents>,4,0,,Controlling Java and Lotusscript agents,,,CC BY-SA 3.0,Application Design,How,What,,Tameem,,
16861746,16861746,1,,,2013-05-31 16:21:30,,0,2144,2437365,,13302,,2013-05-31 16:25:09,2013-05-31 20:10:14,<filemaker>,1,0,,Filemaker - Can I use a portal like a drop-down value list?,,,CC BY-SA 3.0,Application Design,How,,,Tameem,,
21580157,21580157,1,,,2014-02-05 14:34:56,,0,2051,3275616,,18747,,2014-04-15 11:22:04,2014-04-15 11:22:04,<oracle><csv><plsql><oracle-apex>,2,0,,How to create table dynamically based on the uploaded csv file column header using oracle apex,,,CC BY-SA 3.0,Application Design,How,,,Tameem,,
22717281,22717281,1,,,2014-03-28 15:40:04,,1,1739,331465,,331465,,2014-03-31 15:26:49,2014-03-31 15:26:49,<eclipse><websphere><rad>,0,2,,"How do I add an older Websphere AppServer ""Runtime Environment"" to Eclipse (RAD)?",,,CC BY-SA 3.0,Application Design,How,,,Tameem,,
19322704,19322704,1,,,2013-10-11 16:14:41,,0,1524,2871677,,1743214,,2013-10-11 16:48:54,2017-07-11 20:34:21,<filemaker><auto-populate>,2,0,,FileMaker Pro 12 Auto-populating Tables,,,CC BY-SA 3.0,Application Design,How,,,Tameem,,
20738551,20738551,1,20739237,,2013-12-23 7:05:05,,0,1398,3128748,,,,,2013-12-23 7:54:52,<object><browser><salesforce><salesforce-service-cloud>,1,0,,How to view standard objects in salesforce online?,,,CC BY-SA 3.0,Application Design,How,,,Tameem,,
19424633,19424633,1,,,2013-10-17 10:48:42,,1,1395,1753601,,,,,2015-03-28 0:36:54,<odbc><connection-string><filemaker>,1,1,,How to connect to a Filemaker Database with ODBC?,,,CC BY-SA 3.0,Application Design,How,,,Tameem,,
10690115,10690115,1,10690347,,2012-05-21 17:52:42,,0,1215,1083453,,1083453,,2012-05-21 18:06:03,2015-07-23 4:18:29,<magento><integration><magento-1.6><zoho>,1,0,,How to build a Bridge and sync magento and zoho both ways,,,CC BY-SA 3.0,Application Design,How,,,Tameem,,
28435403,28435403,1,,,2015-02-10 15:26:00,,0,1211,4532522,,,,,2015-02-11 10:16:14,<forms><report><oracle-sqldeveloper><oracle-apex><interactive>,1,0,,"Oracle Apex: radio buttons, forms and reports",,,CC BY-SA 3.0,Application Design,How,What,,Tameem,,
24030402,24030402,1,,,2014-06-04 6:22:43,,0,1067,3699208,,,,,2020-07-24 7:43:45,<php><salesforce><apex>,3,0,1,how to use php page in apex [salesforce]?,,,CC BY-SA 3.0,Application Design,How,,,Tameem,,
12058108,12058108,1,12066796,,2012-08-21 15:19:14,,0,1045,810610,,,,,2014-09-23 21:13:51,<salesforce><visualforce>,1,7,,Put custom links outside weblinks section,,,CC BY-SA 3.0,Application Design,How,,,Tameem,,
7992948,7992948,1,8009936,,2011-11-03 9:55:10,,1,1028,652669,,214143,,2020-12-18 3:05:52,2020-12-18 3:05:52,<ajax><lotus-notes><lotus-domino><lotus>,2,2,1,Lotus Domino Designer: AJAX or some other way to open a URL to retrieve a data,,,CC BY-SA 4.0,Application Design,How,,,Tameem,,
10229706,10229706,1,10251858,,2012-04-19 14:00:20,,0,489,94374,,,,,2012-04-20 18:50:12,<email><templates><salesforce>,1,0,,How to include user's email in SalesForce email response?,,,CC BY-SA 3.0,Application Design,How,,,Tameem,,
24014290,24014290,1,24046481,,2014-06-03 11:42:34,,2,436,736714,,736714,,2014-06-08 11:36:25,2014-06-08 11:36:25,<lotus-notes><lotus-domino><domino-designer-eclipse>,2,0,,How do I export the components of an app in Lotus Domino Designer?,,,CC BY-SA 3.0,Application Design,How,,,Tameem,,
10705220,10705220,1,10706671,,2012-05-22 15:32:40,,0,414,1219463,,,,,2012-05-22 17:04:02,<salesforce><apex-code><visualforce>,1,0,1,visualforce interface,,,CC BY-SA 3.0,Application Design,How,,,Tameem,,
22939718,22939718,1,22956989,,2014-04-08 14:14:28,,2,229,3511319,,3511319,,2014-04-08 14:20:50,2014-04-09 8:34:06,<xpages><lotus-domino><xpages-extlib>,1,0,,How to change column title using Dynamic View Panel customizer bean?,,,CC BY-SA 3.0,Application Design,How,,,Tameem,,
25164440,25164440,1,,,2014-08-06 15:31:41,,0,200,1554967,,,,,2014-08-07 18:25:09,<lotus-notes><lotusscript><lotus-formula>,2,2,,Lotus Designer link hotspot to database resource,,,CC BY-SA 3.0,Application Design,How,,,Tameem,,
10496351,10496351,1,,,2012-05-08 9:53:59,,0,197,1225622,,,,,2012-05-08 19:33:29,<salesforce>,1,0,,Read only privileges to records in salesforce,,,CC BY-SA 3.0,Application Design,How,,,Tameem,,
10926521,10926521,1,10935473,,2012-06-07 6:09:46,,0,186,508052,,,,,2012-06-07 15:58:52,<c#><salesforce>,1,0,,Push data to Salseforce app uing a .Net app,,,CC BY-SA 3.0,Application Design,How,,,Tameem,,
17271347,17271347,1,,,2013-06-24 8:46:01,,0,185,851514,,,,,2013-06-24 8:46:01,<php><soap><salesforce>,0,10,,How to send image to the salesforce soap service?,,,CC BY-SA 3.0,Application Design,How,,,Tameem,,
18920747,18920747,1,18924354,,2013-09-20 15:41:38,,2,137,2799744,,909742,,2013-09-20 15:54:45,2013-09-20 19:23:45,<lotus-notes><notesview>,1,0,1,Documents that appear in more than one category are pasted multiple times when using Copy Selected As Table,,,CC BY-SA 3.0,Application Design,How,,,Tameem,,
24065180,24065180,1,,,2014-06-05 16:13:44,,0,115,3712014,,2065611,,2014-06-05 17:16:39,2014-06-05 22:16:13,<lotus-notes><lotus-formula>,3,0,,How to fetch the Document/Assignment manager name using @ formula,,,CC BY-SA 3.0,Application Design,How,,,Tameem,,
11131613,11131613,1,,,2012-06-21 4:44:38,,0,98,1424896,,,,,2012-06-21 9:21:30,<salesforce><apex-code>,2,0,,Add month in to label,,,CC BY-SA 3.0,Application Design,How,,,Tameem,,
10737922,10737922,1,,,2012-05-24 12:55:18,,0,1358,1415083,,8422953,,2020-07-06 3:08:13,2020-07-06 3:08:13,<session><salesforce><viewstate>,2,0,,How can i clear the viewstate of the page in salesforce,,,CC BY-SA 3.0,Application Design,Others,,,Tameem,,
3806254,3806254,1,,,2010-09-27 17:26:31,,1,799,455553,,21234,,2010-09-29 10:45:53,2012-01-02 0:45:12,<java><spring><salesforce>,2,3,1,a spring bean to wrap salesforce web service calls,,,CC BY-SA 2.5,Application Design,Others,,,Tameem,,
22729313,22729313,1,,,2014-03-29 9:31:36,,1,717,3475400,,,,,2014-04-15 13:08:09,<database><email><pdf><filemaker>,3,0,,File Maker Scripting - Sending Different Attachment,,,CC BY-SA 3.0,Application Design,Others,,,Tameem,,
19537933,19537933,1,,,2013-10-23 9:28:48,,0,602,1326910,,,,,2013-10-25 7:57:13,<field><lotus-notes>,3,0,,Lotus Notes - <Computed text> issue,,,CC BY-SA 3.0,Application Design,Others,,,Tameem,,
10796638,10796638,1,,,2012-05-29 9:44:07,,1,376,646718,,,,,2012-05-29 14:40:16,<lotus-notes><lotus><lotus-domino>,3,0,,Domino Server is installed on Unix or Windows?,,,CC BY-SA 3.0,Application Design,Others,,,Tameem,,
18744206,18744206,1,,,2013-09-11 14:39:04,,0,353,1358852,,,,,2013-09-11 14:48:54,<lotus-notes><lotusscript>,1,0,,Determine Notes client language with LotusScript,,,CC BY-SA 3.0,Application Design,Others,,,Tameem,,
3063505,3063505,1,3063538,,2010-06-17 16:16:28,,2,112,367605,,-1,,2017-05-23 12:11:47,2010-06-17 16:22:48,<performance><lotus-notes>,1,0,,Why would 1.000 subforms in a db be a bad idea?,,,CC BY-SA 2.5,Application Design,Others,,,Tameem,,
16093148,16093148,1,,,2013-04-18 21:11:50,,0,53,794213,,,,,2013-04-19 5:59:51,<salesforce>,2,0,,Should we create custom pages for all objects?,,,CC BY-SA 3.0,Application Design,Others,,,Tameem,,
1689780,1689780,1,1861572,,2009-11-06 19:26:59,,0,2923,62032,,62032,,2009-11-06 20:02:56,2018-03-20 16:04:33,<constraints><tibco><tibco-rv>,2,0,,Tibco Rendezvous - size constraints,,,CC BY-SA 2.5,Application Design,What,,,Tameem,,
11608661,11608661,1,,,2012-07-23 8:12:07,,2,2369,111479,,472495,,2018-09-02 23:02:48,2018-09-02 23:02:48,<cookies><https><oracle-apex>,1,0,,Oracle ApEx 4.1.1 secure cookies,,,CC BY-SA 4.0,Application Design,What,,,Tameem,,
28443329,28443329,1,,,2015-02-10 22:45:22,,0,1166,2550989,,812377,,2015-07-15 14:12:21,2018-08-09 0:11:19,<javascript><salesforce><exacttarget><ampscript>,1,1,,"Execution timing, AMPScript / JavaScript?",,,CC BY-SA 3.0,Application Design,What,,,Tameem,,
24993982,24993982,1,24995524,,2014-07-28 11:10:50,,0,927,3432448,,,,,2014-07-28 12:43:58,<salesforce><mule><mule-studio>,1,0,2,Salesforce Connector create batch in mule,,,CC BY-SA 3.0,Application Design,What,,,Tameem,,
19804776,19804776,1,19818820,,2013-11-06 5:28:33,,0,370,1711717,,,,,2013-11-06 17:33:38,<.net><web-services><salesforce><integration><outbound>,1,0,,Salesforce .net Integration,,,CC BY-SA 3.0,Application Design,What,,,Tameem,,
12863922,12863922,1,12868351,,2012-10-12 17:07:51,,0,230,456584,,,,,2012-10-12 23:15:58,<ruby-on-rails><ruby><ruby-on-rails-3><salesforce><databasedotcom-gem>,1,0,,"Salesforce: Possible to use ""describeLayout"" function from REST API?",,,CC BY-SA 3.0,Application Design,What,,,Tameem,,
17575941,17575941,1,18747668,,2013-07-10 16:22:27,,0,879,132072,,132072,,2013-07-10 17:00:34,2013-09-11 17:30:39,<c#><salesforce><salesforce-chatter>,2,0,,How do I get a Security Token? ... Chatter Free Salesforce User - PE w/ API,,,CC BY-SA 3.0,Application Design,How,,,Tameem,,
681572,681572,1,681656,,2009-03-25 13:23:29,,1,9035,82561,Anodyne,82561,Anodyne,2009-03-25 17:17:21,2009-03-25 17:45:31,<windows><lotus-notes>,1,0,1,Windows: How can I find the LocalAppData directory for each user on a particular machine?,,,CC BY-SA 2.5,Deployment,How,,,Combined,,
5870878,5870878,1,,,2011-05-03 14:19:14,,3,1412,372300,,372300,,2011-05-04 10:29:17,2013-09-11 15:04:59,<jar><jsp-tags><rad><tagfile>,1,0,,Tagfiles (.tag) in JAR (Java App) not picked up in RAD 7,,,CC BY-SA 3.0,Deployment,How,Why,,Combined,,
31736514,31736514,1,31846179,,2015-07-31 1:00:51,,3,1635,772521,,772521,,2015-07-31 1:07:55,2015-08-06 3:09:44,<angularjs><node.js><express><request><salesforce>,2,4,,NodeJS proxy not working as intended,,,CC BY-SA 3.0,Deployment,How,,,Sadia,,
35094097,35094097,1,35361257,,2016-01-29 21:09:05,,0,225,615809,,,,,2016-02-12 11:17:50,<temenos-quantum>,1,0,,Kony - Failed to publish the application :- Application or service with name 'BestBuymergeEve' already exists,,,CC BY-SA 3.0,Deployment,How,,,Sadia,,
30838842,30838842,1,31049617,,2015-06-15 6:46:05,,1,1914,1240018,,,,,2017-12-13 9:27:07,<http><exception><http-status-code-404><webmethods>,3,0,,webMethods pub.client.http throws error on 401,,,CC BY-SA 3.0,Deployment,Why,,,Sadia,,
35060797,35060797,1,,,2016-01-28 11:54:14,,0,967,5851810,,1202025,,2016-01-28 12:01:36,2016-02-17 20:28:57,<tibco><tibco-ems><tibco-topic>,1,3,,Tibco Ems start up error,,,CC BY-SA 3.0,Deployment,How,,,Sadia,,
55044903,55044903,1,,,2019-03-07 13:24:29,,1,68,2885638,,,,,2019-03-07 13:24:29,<ssl><certificate><tibco>,0,0,,Tibco client ignoring expired certificate,,,CC BY-SA 4.0,Deployment,Others,,,Sanjay,,
52525097,52525097,1,,,2018-09-26 19:48:06,,1,571,10420687,,1691980,,2018-09-26 21:09:20,2018-09-26 21:09:20,<web-services><salesforce>,0,1,,PKIX path building failed Salesforce,,,CC BY-SA 4.0,Deployment,What,,,Sanjay,,
63573976,63573976,1,,,2020-08-25 7:28:15,,0,266,10008966,,,,,2020-08-25 7:28:15,<deployment><salesforce><sfdc-metadata-api>,0,2,,SFDX cannot deploy contentasset to an empty scratch org,,,CC BY-SA 4.0,Deployment,What,,,Sanjay,,
55458591,55458591,1,,,2019-04-01 15:25:08,,0,104,11086142,,,,,2019-04-01 15:25:08,<apache><oracle-apex>,0,4,,apache redirecting url to default port,,,CC BY-SA 4.0,Deployment,What,,,Sanjay,,
59232793,59232793,1,,,2019-12-08 5:46:24,,0,626,12498904,,5423852,,2019-12-08 7:53:19,2020-08-07 19:33:46,<salesforce><apex>,1,1,,Unable to find valid certification path to requested target SALESFORCE,,,CC BY-SA 4.0,Deployment,Why,,,Sanjay,,
55951903,55951903,1,,,2019-05-02 11:53:59,,0,438,4473811,,4473811,,2019-05-07 15:32:48,2019-05-07 15:32:48,<java><ssl><lotus-notes><lotus-domino>,1,3,,No trusted certificate when running notes java agent from server,,,CC BY-SA 4.0,Deployment,Why,,,Sanjay,,
22808965,22808965,1,,,2014-04-02 10:44:52,,1,1067,2054600,,2054600,,2014-04-11 10:14:50,2014-04-11 10:14:50,<utf-8><lotus-domino>,1,9,,UTF-8 character in attachment name,,,CC BY-SA 3.0,Deployment,Others,,,Tameem,,
11156810,11156810,1,11216147,,2012-06-22 13:08:03,,5,6590,778279,,-1,,2017-05-23 12:08:01,2016-05-18 13:24:01,<salesforce><apex-code><visualforce>,2,2,,Rolling back changes in Salesforce,,,CC BY-SA 3.0,Deployment,What,,,Tameem,,
11599749,11599749,1,11599750,,2012-07-22 11:09:19,,1,393,1460465,,1460465,,2012-07-23 16:07:12,2012-07-23 16:07:12,<lotus-notes><xpages><lotus-domino><agents>,2,0,,Mails from Teamroom have http links instead of https,,,CC BY-SA 3.0,Deployment,Why,,,Tameem,,
14432398,14432398,1,21127455,,2013-01-21 4:08:47,,1,637,,user1995889,,,,2014-01-15 1:25:24,<rad>,1,0,,Can't find eclipse.ini within RAD installation,,,CC BY-SA 3.0,Deployment,Why,,,Tameem,,
2997795,2997795,1,2998225,,2010-06-08 13:43:00,,5,14277,111479,,472495,,2019-11-18 20:53:22,2019-11-18 20:53:22,<javascript><html><oracle-apex>,2,10,3,"How to prevent the symbol ""&"" from being replaced by ""&amp;""",,,CC BY-SA 4.0,Implementation,How,,,Combined,,
1974454,1974454,1,1974691,,2009-12-29 12:41:59,,4,5813,50816,,21234,,2011-05-09 15:16:58,2011-05-09 15:16:58,<plsql><ms-word><oracle-apex>,1,0,1,How do we export a ms-word (or rtf) document (from a web browser) to generated by pl/sql?,,,CC BY-SA 2.5,Implementation,How,,,Combined,,
2339550,2339550,1,2339618,,2010-02-26 4:42:54,,5,3110,184053,,,,,2010-03-02 22:00:13,<jquery><ajax><post><salesforce>,2,0,1,How can I get jQuery post to work with a salesforce WebToLead,,,CC BY-SA 2.5,Implementation,How,What,,Combined,,
6782051,6782051,1,6822962,,2011-07-21 20:04:01,,1,3046,327100,,,,,2016-12-08 10:06:18,<java><jax-ws><rad><ws-security><websphere-7>,1,0,,How to add a custom Callback Handler for JAX-WS client service in WebSphere 7.0/RAD 7.5,,,CC BY-SA 3.0,Implementation,How,,,Combined,,
2445170,2445170,1,,,2010-03-15 4:57:51,,0,578,111479,,472495,,2019-11-24 19:50:42,2019-11-24 19:50:42,<javascript><oracle-apex>,2,2,,Disabled Checkboxes,,,CC BY-SA 4.0,Implementation,How,,,Combined,,
6454308,6454308,1,,,2011-06-23 12:54:30,,0,5521,812231,,18747,,2011-06-27 10:31:13,2011-06-27 10:31:13,<oracle-apex>,1,0,,Change report to be width of 100% of region,,,CC BY-SA 3.0,Implementation,Others,,,Combined,,
686384,686384,1,686685,,2009-03-26 15:57:23,,10,48541,67361,Lunatik,67361,Lunatik,2009-03-26 16:53:10,2015-11-30 10:04:31,<vba><excel><lotus-notes><richtext><lotusscript>,3,0,6,Sending formatted Lotus Notes rich text email from Excel VBA,,,CC BY-SA 2.5,Implementation,What,How,,Combined,,
